position,entropy
313,0.749595
314,0.749595
315,0.749595
316,0.946373
317,0.749595
318,0.749595
319,0.946373
320,0.946373
321,0.749595
322,0.749595
323,0.591673
324,0.591673
325,0.591673
326,0.591673
327,0.591673
328,0.591673
329,0.591673
330,0.591673
331,0.591673
332,0.591673
333,0.591673
334,0.591673
335,0.591673
336,0.591673
337,0.591673
338,0.591673
339,0.591673
340,0.591673
341,0.591673
342,0.749595
343,0.749595
344,0.749595
345,1.431560
346,1.431560
347,1.431560
348,0.863121
349,1.556657
350,1.378783
351,1.378783
352,1.198117
353,1.689392
354,1.689392
355,1.985228
356,1.198117
357,1.198117
358,1.198117
359,1.378783
360,1.788450
361,1.556657
362,1.492614
363,0.863121
364,0.591673
365,0.591673
366,0.591673
367,0.591673
368,0.591673
369,0.591673
370,0.591673
371,0.591673
372,0.591673
373,0.591673
374,0.591673
375,0.591673
376,0.591673
377,0.591673
378,0.591673
379,0.591673
380,0.591673
381,0.591673
382,0.591673
383,0.863121
384,1.148835
385,1.842371
386,0.863121
387,1.556657
388,1.198117
389,1.378783
390,1.788450
391,1.378783
392,1.492614
393,1.492614
394,0.863121
395,1.492614
396,1.530619
397,1.263809
398,0.591673
399,0.591673
400,0.591673
401,0.591673
402,0.591673
403,0.591673
404,0.591673
405,0.591673
406,0.591673
407,0.591673
408,0.591673
409,0.591673
410,0.591673
411,0.591673
412,0.591673
413,0.591673
414,0.591673
415,0.591673
416,0.591673
417,0.591673
418,0.591673
419,0.591673
420,0.591673
421,0.591673
422,0.591673
423,0.591673
424,0.591673
425,0.591673
426,0.591673
427,0.591673
428,0.591673
429,0.591673
430,0.591673
431,0.591673
432,0.591673
433,0.591673
434,0.591673
435,0.591673
436,0.591673
437,0.591673
438,0.591673
439,0.591673
440,0.591673
441,0.591673
442,0.591673
443,0.591673
444,0.591673
445,0.591673
446,0.591673
447,0.591673
448,0.591673
449,0.591673
450,0.591673
451,0.591673
452,0.591673
453,0.591673
454,0.591673
455,0.591673
456,0.591673
457,0.591673
458,0.591673
459,0.591673
460,0.591673
461,0.591673
462,0.591673
463,0.591673
464,0.591673
465,0.591673
466,0.591673
467,0.591673
468,0.591673
469,0.591673
470,0.591673
471,0.591673
472,0.591673
473,0.591673
474,0.591673
475,0.591673
476,0.591673
477,0.591673
478,0.591673
479,0.591673
480,0.591673
481,0.591673
482,0.591673
483,0.591673
484,0.591673
485,0.591673
486,0.591673
487,0.591673
488,0.591673
489,0.591673
490,0.591673
491,0.591673
492,0.591673
493,0.591673
494,0.591673
495,0.591673
496,0.591673
497,0.591673
498,0.591673
499,0.591673
500,0.591673
501,0.591673
502,0.591673
503,0.591673
504,0.591673
505,0.591673
506,0.591673
507,0.591673
508,0.591673
509,0.591673
510,0.591673
511,0.591673
512,0.591673
513,0.591673
514,0.591673
515,0.591673
516,0.591673
517,0.591673
518,0.591673
519,0.591673
520,0.591673
521,0.591673
522,0.591673
523,0.591673
524,0.591673
525,0.591673
526,0.591673
527,0.591673
528,0.591673
529,0.591673
530,0.591673
531,0.591673
532,0.591673
533,0.591673
534,0.591673
535,0.591673
536,0.591673
537,0.591673
538,0.591673
539,0.591673
540,0.591673
541,0.591673
542,0.591673
543,0.591673
544,0.591673
545,0.591673
546,0.591673
547,0.591673
548,0.591673
549,0.591673
550,0.591673
551,0.591673
552,0.591673
553,0.591673
554,0.591673
555,0.591673
556,0.591673
557,0.591673
558,1.530619
559,1.727397
560,1.431560
561,1.556657
562,1.521641
563,1.842371
564,1.492614
565,1.556657
566,1.788450
567,1.492614
568,1.492614
569,1.689392
570,1.492614
571,1.492614
572,1.198117
573,0.863121
574,1.198117
575,1.378783
576,1.378783
577,1.198117
578,1.521641
579,1.198117
580,1.378783
581,1.291692
582,0.749595
583,0.371232
584,0.591673
585,1.291692
586,1.094914
587,1.291692
588,1.094914
589,0.591673
590,0.591673
591,0.591673
592,0.591673
593,0.591673
594,0.591673
595,0.591673
596,0.591673
597,0.591673
598,0.591673
599,0.591673
600,0.591673
601,0.591673
602,0.591673
603,0.591673
604,0.591673
605,0.591673
606,0.591673
607,0.591673
608,0.591673
609,0.591673
610,0.591673
611,0.591673
612,0.591673
613,0.591673
614,0.591673
615,0.591673
616,0.591673
617,0.591673
618,0.591673
619,0.591673
620,0.591673
621,0.591673
622,0.591673
623,0.591673
624,0.591673
625,0.591673
626,0.591673
627,0.591673
628,0.591673
629,0.591673
630,0.591673
631,0.591673
632,0.591673
633,0.591673
634,0.591673
635,0.591673
636,0.591673
637,0.591673
638,0.591673
639,0.591673
640,0.591673
641,0.591673
642,0.591673
643,0.591673
644,0.591673
645,0.591673
646,0.591673
647,0.591673
648,0.591673
649,0.591673
650,0.591673
651,0.591673
652,0.591673
653,0.591673
654,0.591673
655,0.591673
656,0.591673
657,0.591673
658,0.591673
659,0.591673
660,0.591673
661,0.591673
662,0.591673
663,0.591673
664,0.591673
665,0.591673
666,0.591673
667,0.591673
668,1.094914
669,1.094914
670,1.291692
671,1.148835
672,0.863121
673,1.148835
674,0.863121
675,1.094914
676,0.863121
677,1.094914
678,1.094914
679,0.749595
680,0.946373
681,-0.000000
682,0.749595
683,0.591673
684,0.591673
685,0.946373
686,0.591673
687,-0.000000
688,0.734530
689,0.591673
690,-0.000000
691,0.863121
692,1.094914
693,0.749595
694,1.094914
695,-0.000000
696,0.749595
697,0.946373
698,0.946373
699,0.946373
700,0.749595
701,0.946373
702,0.749595
703,0.591673
704,0.591673
705,0.591673
706,0.591673
707,0.591673
708,0.591673
709,0.591673
710,0.591673
711,0.591673
712,0.591673
713,0.591673
714,0.591673
715,0.591673
716,0.591673
717,0.591673
718,0.591673
719,0.591673
720,0.591673
721,0.591673
722,0.591673
723,0.591673
724,0.946373
725,0.371232
726,-0.000000
727,0.591673
728,-0.000000
729,-0.000000
730,0.591673
731,1.148835
732,1.148835
733,0.591673
734,0.371232
735,0.863121
736,0.591673
737,0.734530
738,-0.000000
739,0.591673
740,0.749595
741,1.094914
742,0.371232
743,-0.000000
744,0.591673
745,1.148835
746,0.749595
747,0.371232
748,0.591673
749,0.591673
750,0.591673
751,0.591673
752,0.591673
753,0.591673
754,0.591673
755,0.591673
756,0.591673
757,0.591673
758,0.591673
759,0.371232
760,0.371232
761,0.371232
762,0.371232
763,-0.000000
764,-0.000000
765,1.842371
766,1.378783
767,0.591673
768,0.591673
769,0.591673
770,0.591673
771,0.591673
772,0.591673
773,0.591673
774,0.591673
775,0.591673
776,0.591673
777,0.591673
778,0.591673
779,0.591673
780,0.591673
781,0.591673
782,0.591673
783,0.591673
784,0.591673
785,0.591673
786,0.591673
787,0.591673
788,0.591673
789,0.591673
790,0.591673
791,0.591673
792,0.591673
793,0.591673
794,0.591673
795,0.591673
796,0.591673
797,0.591673
798,0.591673
799,0.591673
800,0.591673
801,0.591673
802,0.591673
803,1.664498
804,0.591673
805,1.148835
806,0.591673
807,0.591673
808,0.591673
809,1.148835
810,0.591673
811,1.148835
812,0.591673
813,0.591673
814,0.591673
815,0.591673
816,0.591673
817,0.591673
818,0.591673
819,1.148835
820,-0.000000
821,0.371232
822,0.591673
823,0.591673
824,0.371232
825,0.371232
826,-0.000000
827,1.094914
828,1.094914
829,1.094914
830,-0.000000
831,-0.000000
832,-0.000000
833,0.946373
834,1.148835
835,1.148835
836,0.591673
837,0.591673
838,0.591673
839,0.591673
840,0.591673
841,0.591673
842,0.591673
843,0.591673
844,0.591673
845,0.591673
846,0.591673
847,0.591673
848,0.591673
849,0.591673
850,0.591673
851,0.591673
852,0.591673
853,0.591673
854,0.591673
855,0.591673
856,0.591673
857,0.591673
858,0.591673
859,0.591673
860,0.591673
861,0.591673
862,0.591673
863,0.591673
864,0.591673
865,0.591673
866,0.591673
867,0.591673
868,0.591673
869,0.591673
870,0.591673
871,0.591673
872,0.591673
873,0.591673
874,0.591673
875,0.591673
876,0.591673
877,0.591673
878,0.591673
879,0.591673
880,0.591673
881,0.591673
882,0.591673
883,0.591673
884,0.591673
885,0.591673
886,0.591673
887,0.591673
888,0.591673
889,0.591673
890,0.591673
891,0.591673
892,0.591673
893,0.591673
894,0.591673
895,0.591673
896,0.591673
897,0.591673
898,0.591673
899,0.591673
900,0.591673
901,0.591673
902,0.591673
903,0.591673
904,0.591673
905,0.591673
906,0.591673
907,0.591673
908,0.591673
909,0.591673
910,0.591673
911,0.591673
912,0.591673
913,0.591673
914,0.591673
915,0.591673
916,0.591673
917,0.591673
918,0.591673
919,0.591673
920,0.591673
921,0.591673
922,0.591673
923,0.591673
924,0.591673
925,0.591673
926,0.591673
927,0.591673
928,0.591673
929,0.591673
930,0.591673
931,0.591673
932,1.148835
933,1.148835
934,0.591673
935,1.148835
936,1.148835
937,1.148835
938,1.148835
939,0.591673
940,1.148835
941,1.148835
942,1.148835
943,1.148835
944,0.734530
945,0.749595
946,-0.000000
947,0.371232
948,0.591673
949,0.591673
950,0.591673
951,1.148835
952,-0.000000
953,0.749595
954,1.094914
955,1.094914
956,0.946373
957,1.094914
958,0.749595
959,0.749595
960,0.946373
961,-0.000000
962,0.371232
963,-0.000000
964,-0.000000
965,-0.000000
966,1.094914
967,0.591673
968,0.371232
969,-0.000000
970,0.591673
971,0.591673
972,0.749595
973,0.734530
974,0.371232
975,0.946373
976,0.734530
977,0.749595
978,1.094914
979,0.591673
980,0.591673
981,0.591673
982,0.591673
983,0.591673
984,0.591673
985,0.591673
986,0.591673
987,0.591673
988,0.591673
989,0.734530
990,-0.000000
991,0.591673
992,0.591673
993,1.094914
994,0.863121
995,-0.000000
996,0.591673
997,0.863121
998,0.591673
999,0.591673
1000,-0.000000
1001,0.591673
1002,0.749595
1003,0.863121
1004,-0.000000
1005,-0.000000
1006,-0.000000
1007,-0.000000
1008,0.591673
1009,0.591673
1010,0.591673
1011,0.591673
1012,0.591673
1013,0.591673
1014,0.591673
1015,0.591673
1016,0.591673
1017,0.591673
1018,0.591673
1019,0.591673
1020,0.591673
1021,0.591673
1022,0.591673
1023,0.591673
1024,0.591673
1025,0.591673
1026,0.591673
1027,0.591673
1028,0.591673
1029,0.591673
1030,0.591673
1031,0.591673
1032,0.591673
1033,0.591673
1034,0.591673
1035,0.591673
1036,0.591673
1037,0.591673
1038,0.591673
1039,0.591673
1040,0.591673
1041,0.591673
1042,0.591673
1043,0.591673
1044,0.591673
1045,0.591673
1046,0.591673
1047,0.591673
1048,0.591673
1049,0.591673
1050,0.591673
1051,0.591673
1052,0.591673
1053,0.591673
1054,0.591673
1055,0.591673
1056,0.591673
1057,0.591673
1058,0.591673
1059,0.591673
1060,0.591673
1061,0.591673
1062,0.591673
1063,0.591673
1064,0.591673
1065,0.591673
1066,0.591673
1067,0.591673
1068,0.591673
1069,0.591673
1070,0.591673
1071,0.591673
1072,0.591673
1073,0.591673
1074,0.591673
1075,0.591673
1076,0.591673
1077,0.591673
1078,0.591673
1079,0.591673
1080,0.591673
1081,0.591673
1082,0.591673
1083,0.591673
1084,0.591673
1085,0.591673
1086,0.591673
1087,0.591673
1088,0.591673
1089,0.591673
1090,0.591673
1091,0.591673
1092,0.591673
1093,0.591673
1094,0.591673
1095,0.591673
1096,0.591673
1097,0.591673
1098,0.591673
1099,0.591673
1100,0.591673
1101,0.591673
1102,0.591673
1103,0.591673
1104,0.591673
1105,0.591673
1106,0.591673
1107,0.591673
1108,0.591673
1109,0.591673
1110,0.591673
1111,0.591673
1112,0.591673
1113,0.591673
1114,0.591673
1115,0.591673
1116,0.591673
1117,0.591673
1118,0.591673
1119,0.591673
1120,0.591673
1121,0.591673
1122,0.591673
1123,0.591673
1124,0.591673
1125,0.591673
1126,0.591673
1127,0.591673
1128,0.591673
1129,0.591673
1130,0.591673
1131,0.591673
1132,0.591673
1133,0.591673
1134,0.591673
1135,0.591673
1136,0.591673
1137,0.591673
1138,0.591673
1139,0.591673
1140,0.591673
1141,0.591673
1142,0.591673
1143,0.591673
1144,0.371232
1145,-0.000000
1146,-0.000000
1147,0.591673
1148,0.591673
1149,1.148835
1150,1.148835
1151,0.591673
1152,1.148835
1153,0.591673
1154,-0.000000
1155,-0.000000
1156,0.371232
1157,-0.000000
1158,1.556657
1159,-0.000000
1160,0.371232
1161,-0.000000
1162,0.371232
1163,0.591673
1164,0.371232
1165,0.863121
1166,0.591673
1167,-0.000000
1168,-0.000000
1169,-0.000000
1170,0.591673
1171,-0.000000
1172,0.946373
1173,-0.000000
1174,0.591673
1175,0.591673
1176,1.148835
1177,0.591673
1178,-0.000000
1179,0.591673
1180,-0.000000
1181,0.591673
1182,0.591673
1183,0.591673
1184,0.591673
1185,0.591673
1186,-0.000000
1187,-0.000000
1188,0.591673
1189,-0.000000
1190,0.591673
1191,0.591673
1192,0.591673
1193,0.591673
1194,0.591673
1195,0.591673
1196,0.591673
1197,0.591673
1198,0.591673
1199,0.591673
1200,0.863121
1201,0.863121
1202,0.591673
1203,0.591673
1204,1.094914
1205,0.371232
1206,0.946373
1207,0.749595
1208,0.749595
1209,0.749595
1210,0.749595
1211,0.946373
1212,-0.000000
1213,0.591673
1214,0.591673
1215,0.591673
1216,0.749595
1217,1.148835
1218,1.094914
1219,-0.000000
1220,0.591673
1221,0.371232
1222,0.371232
1223,0.734530
1224,0.946373
1225,-0.000000
1226,0.591673
1227,0.371232
1228,1.431560
1229,1.094914
1230,0.749595
1231,0.591673
1232,0.591673
1233,1.094914
1234,1.291692
1235,0.591673
1236,0.591673
1237,0.591673
1238,0.591673
1239,0.591673
1240,0.591673
1241,0.591673
1242,0.591673
1243,0.591673
1244,0.591673
1245,0.591673
1246,0.591673
1247,0.591673
1248,0.591673
1249,0.591673
1250,0.591673
1251,0.591673
1252,0.591673
1253,0.591673
1254,0.591673
1255,0.591673
1256,0.591673
1257,0.591673
1258,0.591673
1259,0.591673
1260,0.591673
1261,0.591673
1262,0.591673
1263,0.591673
1264,0.591673
1265,0.591673
1266,0.591673
1267,0.591673
1268,0.591673
1269,0.591673
1270,0.591673
1271,0.591673
1272,0.591673
1273,0.591673
1274,0.591673
1275,0.591673
1276,0.591673
1277,0.591673
1278,0.591673
1279,0.591673
1280,0.591673
1281,0.591673
1282,0.591673
1283,0.591673
1284,0.591673
1285,0.591673
1286,0.591673
1287,0.591673
1288,0.591673
1289,0.591673
1290,0.591673
1291,0.591673
1292,0.591673
1293,0.591673
1294,0.591673
1295,0.591673
1296,0.591673
1297,0.591673
1298,0.591673
1299,0.591673
1300,0.591673
1301,0.591673
1302,0.591673
1303,0.591673
1304,0.591673
1305,0.591673
1306,0.591673
1307,0.591673
1308,0.591673
1309,0.591673
1310,0.591673
1311,0.591673
1312,0.591673
1313,0.591673
1314,0.591673
1315,0.591673
1316,0.591673
1317,0.591673
1318,0.591673
1319,0.591673
1320,0.591673
1321,0.591673
1322,0.591673
1323,0.371232
1324,1.291692
1325,0.371232
1326,1.291692
1327,0.863121
1328,-0.000000
1329,0.591673
1330,1.148835
1331,-0.000000
1332,0.946373
1333,-0.000000
1334,0.591673
1335,0.591673
1336,0.371232
1337,0.591673
1338,-0.000000
1339,0.591673
1340,-0.000000
1341,-0.000000
1342,0.749595
1343,0.371232
1344,0.371232
1345,1.094914
1346,-0.000000
1347,0.591673
1348,0.591673
1349,-0.000000
1350,0.591673
1351,0.591673
1352,0.371232
1353,1.291692
1354,0.591673
1355,1.291692
1356,0.591673
1357,0.591673
1358,0.591673
1359,0.591673
1360,0.591673
1361,0.591673
1362,0.591673
1363,0.591673
1364,0.591673
1365,0.591673
1366,0.591673
1367,0.591673
1368,0.591673
1369,0.863121
1370,0.591673
1371,0.591673
1372,-0.000000
1373,-0.000000
1374,-0.000000
1375,-0.000000
1376,-0.000000
1377,0.591673
1378,0.591673
1379,-0.000000
1380,0.946373
1381,0.591673
1382,-0.000000
1383,0.591673
1384,-0.000000
1385,0.591673
1386,-0.000000
1387,0.591673
1388,-0.000000
1389,0.591673
1390,0.371232
1391,0.591673
1392,1.148835
1393,1.148835
1394,-0.000000
1395,0.863121
1396,1.148835
1397,0.863121
1398,1.148835
1399,0.863121
1400,0.591673
1401,0.749595
1402,1.148835
1403,1.291692
1404,0.591673
1405,0.371232
1406,0.863121
1407,0.946373
1408,0.946373
1409,0.749595
1410,0.946373
1411,0.749595
1412,0.749595
1413,0.946373
1414,0.946373
1415,0.946373
1416,0.946373
1417,0.946373
1418,0.749595
1419,0.946373
1420,0.946373
1421,0.946373
1422,0.749595
1423,0.946373
1424,0.946373
1425,0.946373
1426,-0.000000
1427,-0.000000
1428,-0.000000
1429,0.863121
1430,-0.000000
1431,0.734530
1432,1.148835
1433,0.946373
1434,0.591673
1435,0.591673
1436,0.591673
1437,0.591673
1438,0.591673
1439,0.591673
1440,0.591673
1441,0.591673
1442,0.591673
1443,0.591673
1444,0.591673
1445,0.591673
1446,0.591673
1447,0.591673
1448,0.591673
1449,0.591673
1450,0.591673
1451,0.591673
1452,0.591673
1453,0.591673
1454,0.591673
1455,0.591673
1456,0.591673
1457,0.591673
1458,0.591673
1459,0.591673
1460,0.734530
1461,1.094914
1462,0.863121
1463,0.863121
1464,-0.000000
1465,-0.000000
1466,-0.000000
1467,0.591673
1468,0.591673
1469,-0.000000
1470,-0.000000
1471,0.591673
1472,-0.000000
1473,0.734530
1474,0.591673
1475,0.591673
1476,0.591673
1477,0.591673
1478,0.591673
1479,-0.000000
1480,0.591673
1481,-0.000000
1482,0.591673
1483,0.591673
1484,0.591673
1485,0.946373
1486,-0.000000
1487,-0.000000
1488,0.591673
1489,-0.000000
1490,-0.000000
1491,0.863121
1492,1.094914
1493,0.749595
1494,0.749595
1495,0.863121
1496,1.148835
1497,0.591673
1498,0.985228
1499,-0.000000
1500,0.749595
1501,-0.000000
1502,0.734530
1503,1.094914
1504,0.946373
1505,0.591673
1506,0.591673
1507,0.591673
1508,0.371232
1509,1.148835
1510,1.291692
1511,0.734530
1512,1.291692
1513,0.749595
1514,-0.000000
1515,0.863121
1516,0.863121
1517,-0.000000
1518,-0.000000
1519,-0.000000
1520,-0.000000
1521,0.591673
1522,0.591673
1523,0.591673
1524,0.591673
1525,0.591673
1526,0.591673
1527,0.591673
1528,0.591673
1529,0.591673
1530,0.591673
1531,0.591673
1532,0.591673
1533,0.591673
1534,0.591673
1535,0.591673
1536,0.591673
1537,0.591673
1538,0.591673
1539,0.591673
1540,0.591673
1541,0.591673
1542,0.591673
1543,0.591673
1544,0.591673
1545,0.591673
1546,0.591673
1547,0.591673
1548,0.591673
1549,0.591673
1550,0.591673
1551,0.591673
1552,0.591673
1553,0.591673
1554,0.591673
1555,0.591673
1556,0.591673
1557,0.591673
1558,0.591673
1559,0.591673
1560,0.591673
1561,0.591673
1562,0.591673
1563,0.591673
1564,0.591673
1565,0.591673
1566,0.591673
1567,0.591673
1568,0.591673
1569,0.591673
1570,0.591673
1571,0.591673
1572,0.591673
1573,0.591673
1574,0.591673
1575,0.591673
1576,0.591673
1577,0.591673
1578,0.591673
1579,0.591673
1580,0.591673
1581,0.591673
1582,0.591673
1583,0.591673
1584,0.591673
1585,0.591673
1586,0.591673
1587,0.591673
1588,0.591673
1589,0.591673
1590,0.591673
1591,0.591673
1592,0.591673
1593,0.591673
1594,0.591673
1595,0.591673
1596,0.591673
1597,0.591673
1598,0.591673
1599,0.591673
1600,0.591673
1601,0.591673
1602,0.591673
1603,0.591673
1604,0.591673
1605,0.591673
1606,0.591673
1607,0.591673
1608,0.591673
1609,0.591673
1610,0.591673
1611,0.591673
1612,0.591673
1613,0.591673
1614,0.591673
1615,0.591673
1616,0.591673
1617,0.591673
1618,0.591673
1619,0.591673
1620,0.591673
1621,0.591673
1622,0.591673
1623,0.591673
1624,0.591673
1625,0.591673
1626,0.863121
1627,1.148835
1628,0.749595
1629,1.094914
1630,0.940286
1631,-0.000000
1632,0.946373
1633,0.591673
1634,0.591673
1635,-0.000000
1636,-0.000000
1637,-0.000000
1638,-0.000000
1639,-0.000000
1640,0.591673
1641,0.946373
1642,-0.000000
1643,0.591673
1644,0.591673
1645,1.094914
1646,0.946373
1647,1.291692
1648,1.291692
1649,0.591673
1650,0.946373
1651,0.371232
1652,0.371232
1653,0.371232
1654,0.591673
1655,0.591673
1656,0.591673
1657,0.591673
1658,0.591673
1659,0.591673
1660,0.591673
1661,0.591673
1662,0.591673
1663,0.591673
1664,0.591673
1665,0.591673
1666,0.591673
1667,0.591673
1668,0.591673
1669,0.591673
1670,0.591673
1671,0.591673
1672,0.591673
1673,0.591673
1674,0.591673
1675,0.591673
1676,0.591673
1677,0.591673
1678,0.591673
1679,0.591673
1680,0.591673
1681,0.591673
1682,0.591673
1683,0.591673
1684,0.591673
1685,0.591673
1686,0.591673
1687,0.591673
1688,0.591673
1689,0.591673
1690,0.591673
1691,0.591673
1692,0.591673
1693,0.591673
1694,0.591673
1695,0.591673
1696,0.591673
1697,0.591673
1698,0.591673
1699,0.591673
1700,0.591673
1701,0.591673
1702,0.591673
1703,0.591673
1704,0.591673
1705,0.591673
1706,0.591673
1707,0.591673
1708,0.591673
1709,0.591673
1710,0.591673
1711,0.591673
1712,0.591673
1713,0.591673
1714,0.591673
1715,0.591673
1716,0.591673
1717,0.591673
1718,0.591673
1719,0.591673
1720,0.591673
1721,0.591673
1722,0.591673
1723,0.591673
1724,0.591673
1725,0.591673
1726,0.591673
1727,0.591673
1728,0.591673
1729,0.591673
1730,0.591673
1731,0.591673
1732,0.591673
1733,0.946373
1734,0.749595
1735,1.148835
1736,0.591673
1737,-0.000000
1738,0.591673
1739,-0.000000
1740,-0.000000
1741,-0.000000
1742,0.591673
1743,0.591673
1744,0.591673
1745,-0.000000
1746,0.591673
1747,0.591673
1748,-0.000000
1749,0.591673
1750,-0.000000
1751,-0.000000
1752,-0.000000
1753,0.591673
1754,-0.000000
1755,-0.000000
1756,0.591673
1757,0.591673
1758,0.591673
1759,-0.000000
1760,-0.000000
1761,-0.000000
1762,0.591673
1763,0.591673
1764,0.591673
1765,0.591673
1766,0.591673
1767,0.591673
1768,0.591673
1769,0.591673
1770,0.591673
1771,0.591673
1772,0.591673
1773,0.591673
1774,0.591673
1775,0.591673
1776,0.591673
1777,0.591673
1778,0.591673
1779,0.591673
1780,0.591673
1781,0.591673
1782,0.591673
1783,0.591673
1784,0.591673
1785,0.591673
1786,0.591673
1787,0.591673
1788,0.591673
1789,0.591673
1790,0.591673
1791,0.591673
1792,0.591673
1793,0.591673
1794,0.591673
1795,0.591673
1796,0.591673
1797,0.591673
1798,0.591673
1799,0.591673
1800,0.591673
1801,0.591673
1802,0.591673
1803,0.591673
1804,0.591673
1805,0.591673
1806,0.591673
1807,0.591673
1808,0.591673
1809,0.591673
1810,0.591673
1811,0.591673
1812,-0.000000
1813,-0.000000
1814,0.591673
1815,0.371232
1816,-0.000000
1817,0.591673
1818,-0.000000
1819,0.591673
1820,0.946373
1821,-0.000000
1822,-0.000000
1823,0.591673
1824,-0.000000
1825,-0.000000
1826,-0.000000
1827,0.749595
1828,0.591673
1829,0.591673
1830,0.591673
1831,0.591673
1832,0.591673
1833,0.591673
1834,0.591673
1835,0.591673
1836,0.591673
1837,0.591673
1838,0.591673
1839,0.591673
1840,0.591673
1841,0.591673
1842,0.591673
1843,0.591673
1844,0.591673
1845,0.591673
1846,0.591673
1847,0.591673
1848,0.591673
1849,0.591673
1850,0.591673
1851,0.591673
1852,0.591673
1853,0.591673
1854,0.591673
1855,0.591673
1856,0.591673
1857,0.591673
1858,0.591673
